benchmark,task_column,task_id,task_predictability_proxy_max_abs_peer_spearman,task_unpredictability_score,observed_count,difficulty_tier,task_score,observed_mean,observed_std
spreadsheetbench,spreadsheetbench/423-16,423-16,0.9763488463167669,0.023651153683233117,16,easy,0.8875,0.8875,0.2232571387436469
mmmlu,mmmlu/mmmlu-ja-jp-00093,mmmlu-ja-jp-00093,0.9763710753619035,0.023628924638096516,16,medium,0.6125,0.6125,0.4211220131980754
hle,hle/hle/hle__6731c361932ff1e062488324,hle/hle__6731c361932ff1e062488324,0.9764499707893619,0.02355002921063809,16,medium,0.4875,0.4875,0.4525966747557918
hle,hle/hle/hle__671f1f4ae38f776acdad8a77,hle/hle__671f1f4ae38f776acdad8a77,0.9764499707893619,0.02355002921063809,16,medium,0.4875,0.4875,0.463512405443479
ineqmath,ineqmath/68,68,0.9764807930671371,0.023519206932862913,16,easy,0.8999999999999999,0.8999999999999999,0.2474873734152916
labbench,labbench/figqa-0146,figqa-0146,0.9765077820899585,0.023492217910041524,16,medium,0.3625,0.3625,0.4371427112511428
labbench,labbench/figqa-0077,figqa-0077,0.9765077820899585,0.023492217910041524,16,medium,0.3375,0.3375,0.4044672421840859
research-code-bench,research-code-bench/eomt_initialize_class_prediction_head,eomt_initialize_class_prediction_head,0.9766041358646083,0.023395864135391742,16,hard,0.2625,0.2625,0.4284784125250652
research-code-bench,research-code-bench/fractalgen_random_masking,fractalgen_random_masking,0.9766041358646083,0.023395864135391742,16,hard,0.2375,0.2375,0.3887077951366552
reasoning-gym,reasoning-gym/reasoning-gym-cognition-figlet-font-hard0292e21f-seed45-1,reasoning-gym-cognition-figlet-font-hard0292e21f-seed45-1,0.9766462454428589,0.02335375455714106,16,medium,0.64375,0.64375,0.4619100967720883
crustbench,crustbench/crustbench-libutf,crustbench-libutf,0.9766937561334514,0.02330624386654856,13,easy,0.7625,0.7076923076923076,0.4122388002145927
crustbench,crustbench/crustbench-2dpartint,crustbench-2dpartint,0.9766937561334514,0.02330624386654856,14,easy,0.775,0.7428571428571429,0.416986271980755
simpleqa,simpleqa/simpleqa-2315,simpleqa-2315,0.9766939469301706,0.023306053069829358,16,easy,0.8625,0.8625,0.2976470224947664
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-game-of-life-easy00cea0a5-seed45-1,reasoning-gym-algorithmic-game-of-life-easy00cea0a5-seed45-1,0.9767252593387539,0.02327474066124613,16,easy,0.862125,0.862125,0.2801628711571182
reasoning-gym,reasoning-gym/reasoning-gym-arithmetic-power-function-easy00cea0a5-seed45-2,reasoning-gym-arithmetic-power-function-easy00cea0a5-seed45-2,0.9767252593387539,0.02327474066124613,16,saturated,0.950125,0.950125,0.1116366175365412
dacode,dacode/dacode-data-sa-001,dacode-data-sa-001,0.976732803094641,0.023267196905359055,14,easy,0.95,0.942857142857143,0.1178030178747902
kumo,kumo/mineralenv-t4-a6-v1-s1,mineralenv-t4-a6-v1-s1,0.9767328030946413,0.023267196905358722,16,easy,0.9125,0.9125,0.2117634293262177
research-code-bench,research-code-bench/dyt_channel_split,dyt_channel_split,0.9768293621351378,0.023170637864862176,16,medium,0.4375,0.4375,0.4539754949333719
research-code-bench,research-code-bench/fractalgen_mask_ratio_and_mask_length,fractalgen_mask_ratio_and_mask_length,0.9768293621351379,0.023170637864862065,16,medium,0.4375,0.4375,0.4539754949333719
medagentbench,medagentbench/task4_9,task4_9,0.9768319269817802,0.02316807301821977,16,easy,0.8375,0.8375,0.2847696437473629
medagentbench,medagentbench/task5_24,task5_24,0.9768319269817802,0.02316807301821977,16,easy,0.8125,0.8125,0.3038811445285804
dacode,dacode/dacode-dm-csv-050,dacode-dm-csv-050,0.9769112744288455,0.02308872557115449,14,easy,0.791666625,0.7619047142857143,0.3596420883963128
research-code-bench,research-code-bench/len_compute_gradients,len_compute_gradients,0.9769467521246041,0.023053247875395866,16,medium,0.35,0.35,0.4387482193696061
aime,aime/aime_78,aime_78,0.9769527100407772,0.023047289959222783,16,saturated,0.9541666875,0.9541666875,0.1218348801486661
aime,aime/aime_i-4,aime_i-4,0.9769527100407772,0.023047289959222783,16,saturated,0.971875,0.971875,0.0749348675517612
pixiu,pixiu/pixiu-finerord-finerord1,pixiu-finerord-finerord1,0.9769528781833878,0.02304712181661217,16,easy,0.8875,0.8875,0.299739470207045
reasoning-gym,reasoning-gym/reasoning-gym-cognition-figlet-font-easy00cea0a5-seed45-0,reasoning-gym-cognition-figlet-font-easy00cea0a5-seed45-0,0.9769633793127546,0.023036620687245435,16,medium,0.67125,0.67125,0.4510525883974062
reasoning-gym,reasoning-gym/reasoning-gym-cognition-figlet-font-easy00cea0a5-seed45-2,reasoning-gym-cognition-figlet-font-easy00cea0a5-seed45-2,0.9769633793127546,0.023036620687245435,16,medium,0.645,0.645,0.4361479106908573
crustbench,crustbench/crustbench-jccc,crustbench-jccc,0.9770690883577112,0.022930911642288776,14,easy,0.7875,0.7571428571428572,0.371703195178791
simpleqa,simpleqa/simpleqa-4002,simpleqa-4002,0.9770731641954226,0.02292683580457744,16,easy,0.9,0.9,0.2236067977499789
spreadsheetbench,spreadsheetbench/45937,45937,0.9771398364036774,0.02286016359632259,16,easy,0.75,0.75,0.3840572873934304
spreadsheetbench,spreadsheetbench/263-1,263-1,0.9771398364036774,0.02286016359632259,16,easy,0.75,0.75,0.4330127018922193
dacode,dacode/dacode-ml-multi-009,dacode-ml-multi-009,0.9772042355518678,0.02279576444813225,14,medium,0.636233125,0.6233108571428573,0.2051912570105047
mmmlu,mmmlu/mmmlu-en-us-00036,mmmlu-en-us-00036,0.9772130536114054,0.022786946388594576,16,medium,0.575,0.575,0.4054318685056713
livecodebench,livecodebench/abc351_f,abc351_f,0.9772374162153205,0.022762583784679546,16,easy,0.8375,0.8375,0.3257203555198846
spreadsheetbench,spreadsheetbench/493-18,493-18,0.9772582407412986,0.022741759258701366,16,easy,0.825,0.825,0.2727178028658928
omnimath,omnimath/omnimath_127,omnimath_127,0.9772932215135464,0.022706778486453638,16,easy,0.8999999999999999,0.8999999999999999,0.187082869338697
omnimath,omnimath/omnimath_3580,omnimath_3580,0.9772932215135464,0.022706778486453638,16,easy,0.8374999999999999,0.8374999999999999,0.2666341125962693
dacode,dacode/dacode-ml-multi-012,dacode-ml-multi-012,0.9772984604430106,0.022701539556989392,14,medium,0.4608323125,0.4525361428571429,0.1763240627922094
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-word-sorting-hard0292e21f-seed45-1,reasoning-gym-algorithmic-word-sorting-hard0292e21f-seed45-1,0.9773267774569852,0.022673222543014848,16,easy,0.852662,0.852662,0.2784952608077469
reasoning-gym,reasoning-gym/reasoning-gym-arithmetic-fraction-simplification-hard0292e21f-seed45-1,reasoning-gym-arithmetic-fraction-simplification-hard0292e21f-seed45-1,0.9773267774569852,0.022673222543014848,16,saturated,0.962625,0.962625,0.0778033378140038
mmmlu,mmmlu/mmmlu-bn-bd-00017,mmmlu-bn-bd-00017,0.9773451160417712,0.02265488395822879,16,medium,0.6625,0.6625,0.4044672421840859
mmmlu,mmmlu/mmmlu-zh-cn-00122,mmmlu-zh-cn-00122,0.9773451160417712,0.02265488395822879,16,medium,0.675,0.675,0.3992179855667828
spreadsheetbench,spreadsheetbench/510-3,510-3,0.9773994272297336,0.02260057277026639,16,easy,0.875,0.875,0.2817356917396161
spreadsheetbench,spreadsheetbench/56427,56427,0.9773994272297336,0.02260057277026639,16,easy,0.85,0.85,0.3041381265149109
spreadsheetbench,spreadsheetbench/18645,18645,0.9774528186766118,0.022547181323388177,16,easy,0.8625,0.8625,0.2712816801776338
spreadsheetbench,spreadsheetbench/10452,10452,0.9774528186766118,0.022547181323388177,16,easy,0.9,0.9,0.2121320343559642
aime,aime/aime_i-8,aime_i-8,0.9775375346430285,0.022462465356971495,16,easy,0.8999999999999999,0.8999999999999999,0.2549509756796392
dacode,dacode/dacode-dm-csv-053,dacode-dm-csv-053,0.9776074952315009,0.022392504768499077,14,easy,0.775,0.7428571428571428,0.3958973274443148
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-rotten-oranges-hard0292e21f-seed45-0,reasoning-gym-algorithmic-rotten-oranges-hard0292e21f-seed45-0,0.9776540378889337,0.02234596211106632,16,easy,0.8500000000000001,0.8500000000000001,0.278388218141501
medagentbench,medagentbench/task5_12,task5_12,0.9778071458798918,0.022192854120108185,16,easy,0.8125,0.8125,0.3119995993587171
medagentbench,medagentbench/task5_23,task5_23,0.9778071458798918,0.022192854120108185,16,easy,0.875,0.875,0.1854049621773915
arc-agi-2,arc-agi-2/7c66cb00_0,7c66cb00_0,0.9778188059444194,0.02218119405558061,16,medium,0.4125,0.4125,0.4385701198212208
arc-agi-2,arc-agi-2/c4d067a0_0,c4d067a0_0,0.9778188059444194,0.02218119405558061,16,medium,0.4375,0.4375,0.4594493987372276
hle,hle/hle/hle__671af1baed3d54e87368bca2,hle/hle__671af1baed3d54e87368bca2,0.9778468526569258,0.022153147343074164,16,hard,0.2125,0.2125,0.3772847068196642
livecodebench,livecodebench/3320,3320,0.9778978233974471,0.02210217660255287,16,saturated,0.975,0.975,0.0661437827766147
bigcodebench,bigcodebench/bigcodebench_267,bigcodebench_267,0.9778978233974472,0.02210217660255276,16,hard,0.0625,0.0625,0.1690968657308585
bigcodebench,bigcodebench/bigcodebench_227,bigcodebench_227,0.9778978233974472,0.02210217660255276,16,hard,0.075,0.075,0.1984313483298443
gpqa-diamond,gpqa-diamond/67,67,0.9778978233974472,0.02210217660255276,16,easy,0.9375,0.9375,0.1690968657308585
aider-polyglot,aider-polyglot/polyglot_rust_simple-cipher,polyglot_rust_simple-cipher,0.9779644266945369,0.02203557330546313,16,easy,0.8875,0.8875,0.2735758578529911
arc-agi-2,arc-agi-2/142ca369_1,142ca369_1,0.9779655257637652,0.022034474236234836,16,hard,0.1375,0.1375,0.3059309562630105
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-number-filtering-easy00cea0a5-seed45-2,reasoning-gym-algorithmic-number-filtering-easy00cea0a5-seed45-2,0.9780580038681815,0.021941996131818464,16,easy,0.8875,0.8875,0.2341874249399399
dacode,dacode/dacode-di-text-023,dacode-di-text-023,0.9781078023772123,0.021892197622787712,14,easy,0.9,0.8857142857142858,0.1958758457257441
simpleqa,simpleqa/simpleqa-1807,simpleqa-1807,0.9782319760890372,0.021768023910962775,16,medium,0.7,0.7,0.406201920231798
simpleqa,simpleqa/simpleqa-3057,simpleqa-3057,0.9782319760890372,0.021768023910962775,16,easy,0.75,0.75,0.3774917217635375
mmmlu,mmmlu/mmmlu-de-de-00025,mmmlu-de-de-00025,0.9782512078245095,0.021748792175490528,16,medium,0.6375,0.6375,0.3950870157319777
ineqmath,ineqmath/17,17,0.9782712707820383,0.02172872921796165,16,easy,0.91875,0.91875,0.2429473965697101
swebenchpro,swebenchpro/instance_element-hq__element-web-6961c256035bed0b7640a6e5907652c806968478-vnan,instance_element-hq__element-web-6961c256035bed0b7640a6e5907652c806968478-vnan,0.9783631102760739,0.021636889723926078,16,easy,0.7124999999999999,0.7124999999999999,0.3739568825412898
swebenchpro,swebenchpro/instance_qutebrowser__qutebrowser-c09e1439f145c66ee3af574386e277dd2388d094-v2ef375ac784985212b1805e1d0431dc8f1b3c171,instance_qutebrowser__qutebrowser-c09e1439f145c66ee3af574386e277dd2388d094-v2ef375ac784985212b1805e1d0431dc8f1b3c171,0.9783631102760739,0.021636889723926078,16,medium,0.6875,0.6875,0.4240798863421843
spreadsheetbench,spreadsheetbench/47798,47798,0.9784116178018627,0.0215883821981373,16,easy,0.8624999999999999,0.8624999999999999,0.261904085496962
spreadsheetbench,spreadsheetbench/43589,43589,0.9784116178018627,0.0215883821981373,16,easy,0.8999999999999999,0.8999999999999999,0.1999999999999999
replicationbench,replicationbench/abacus__ewald_force_accuracy,abacus__ewald_force_accuracy,0.9784364800268535,0.02156351997314654,16,hard,0.1125,0.1125,0.2232571387436469
replicationbench,replicationbench/disk_ridges__gaia_dr2_all,disk_ridges__gaia_dr2_all,0.9784364800268535,0.02156351997314654,16,hard,0.125,0.125,0.2331844763272204
featurebench-modal,featurebench-modal/python__mypy.8e2ce962.testconstraints.db380fe7.lv1,python__mypy.8e2ce962.testconstraints.db380fe7.lv1,0.9784921095801633,0.021507890419836695,16,hard,0.05,0.05,0.1118033988749895
featurebench-modal,featurebench-modal/mlflow__mlflow.93dab383.test_rest_store_webhooks.6d85971c.lv1,mlflow__mlflow.93dab383.test_rest_store_webhooks.6d85971c.lv1,0.9784921095801633,0.021507890419836695,16,hard,0.075,0.075,0.171391365010026
kumo,kumo/musicalenv-t4-a6-v1-s1,musicalenv-t4-a6-v1-s1,0.9784921095801634,0.021507890419836584,16,easy,0.925,0.925,0.171391365010026
featurebench-modal,featurebench-modal/lightning-ai__pytorch-lightning.126fa6f1.test_connector.825ef3b1.lv1,lightning-ai__pytorch-lightning.126fa6f1.test_connector.825ef3b1.lv1,0.9785233134560084,0.021476686543991597,16,hard,0.2625,0.2625,0.3370367190678191
featurebench-modal,featurebench-modal/pandas-dev__pandas.82fa2715.test_http_headers.aafb551e.lv1,pandas-dev__pandas.82fa2715.test_http_headers.aafb551e.lv1,0.9785233134560084,0.021476686543991597,16,hard,0.275,0.275,0.3799671038392666
omnimath,omnimath/omnimath_939,omnimath_939,0.9785497849867488,0.021450215013251173,16,saturated,0.9625,0.9625,0.0780624749799799
omnimath,omnimath/omnimath_1616,omnimath_1616,0.9785497849867488,0.021450215013251173,16,easy,0.875,0.875,0.2331844763272203
dacode,dacode/dacode-data-wrangling-018,dacode-data-wrangling-018,0.9786638635317835,0.021336136468216527,14,easy,0.8875,0.8714285714285716,0.2461955419944869
livecodebench,livecodebench/abc329_c,abc329_c,0.9786638635317836,0.021336136468216416,16,easy,0.9,0.9,0.2345207879911714
simpleqa,simpleqa/simpleqa-3276,simpleqa-3276,0.9786638635317841,0.02133613646821586,16,easy,0.9125,0.9125,0.2341874249399399
simpleqa,simpleqa/simpleqa-3029,simpleqa-3029,0.9786656005941756,0.021334399405824378,16,easy,0.875,0.875,0.2633913438213184
simpleqa,simpleqa/simpleqa-1944,simpleqa-1944,0.9786656005941756,0.021334399405824378,16,easy,0.85,0.85,0.2958039891549808
financeagent_terminal,financeagent_terminal/financeagent-8,financeagent-8,0.9789934163615829,0.02100658363841712,16,medium,0.6625,0.6625,0.410601692641421
financeagent_terminal,financeagent_terminal/financeagent-19,financeagent-19,0.9789934163615829,0.02100658363841712,16,medium,0.6875,0.6875,0.3533323506275642
usaco,usaco/247,247,0.9790305887228696,0.020969411277130368,16,medium,0.7,0.7,0.3999999999999999
usaco,usaco/433,433,0.9790305887228696,0.020969411277130368,16,medium,0.6875,0.6875,0.4181432170919433
spreadsheetbench,spreadsheetbench/7902,7902,0.9790780698525108,0.02092193014748922,16,easy,0.825,0.825,0.3455068740271313
spreadsheetbench,spreadsheetbench/60-7,60-7,0.9790780698525108,0.02092193014748922,16,easy,0.825,0.825,0.3307189138830738
spreadsheetbench,spreadsheetbench/39515,39515,0.9790780698525108,0.02092193014748922,16,easy,0.825,0.825,0.3307189138830738
mmmlu,mmmlu/mmmlu-es-la-00048,mmmlu-es-la-00048,0.9790985628400004,0.020901437159999592,16,medium,0.45,0.45,0.4213074886588179
aider-polyglot,aider-polyglot/polyglot_rust_bowling,polyglot_rust_bowling,0.9793744259170621,0.02062557408293786,16,easy,0.8375,0.8375,0.3479852726768763
spreadsheetbench,spreadsheetbench/359-21,359-21,0.9793885807648391,0.020611419235160855,16,medium,0.5625,0.5625,0.4648588495446763
arc-agi-2,arc-agi-2/d8e07eb2_1,d8e07eb2_1,0.9793886745740699,0.020611325425930138,16,medium,0.4,0.4,0.4242640687119285
arc-agi-2,arc-agi-2/edb79dae_0,edb79dae_0,0.9793886745740699,0.020611325425930138,16,medium,0.4125,0.4125,0.4151430476353904
research-code-bench,research-code-bench/optimalsteps_dynamic_programming_for_each_sample,optimalsteps_dynamic_programming_for_each_sample,0.9795245982302871,0.020475401769712853,16,hard,0.15,0.15,0.2958039891549808
replicationbench,replicationbench/trgb_std_candle__fit_aseq_bseq,trgb_std_candle__fit_aseq_bseq,0.9795245982302875,0.02047540176971252,16,hard,0.2,0.2,0.3872983346207417
replicationbench,replicationbench/gw_nsbh__default_mbh,gw_nsbh__default_mbh,0.9795245982302875,0.02047540176971252,16,hard,0.2375,0.2375,0.375624480032918
scicode,scicode/scicode-79,scicode-79,0.9795690899358412,0.020430910064158758,16,hard,0.1989583124999999,0.1989583124999999,0.0878897843478685
lawbench,lawbench/lawbench-3-7-6-zero-shot,lawbench-3-7-6-zero-shot,0.9796429319512711,0.020357068048728943,16,easy,0.84875,0.84875,0.2282234376658103
lawbench,lawbench/lawbench-3-7-5-one-shot,lawbench-3-7-5-one-shot,0.9796429319512711,0.020357068048728943,16,easy,0.840625,0.840625,0.2710504738512737
replicationbench,replicationbench/gw_nsbh__equal_mass_slope,gw_nsbh__equal_mass_slope,0.97966231868929,0.02033768131071001,16,hard,0.2125,0.2125,0.3637908052713812
replicationbench,replicationbench/galaxy_soptics__soptics_implementation,galaxy_soptics__soptics_implementation,0.97966231868929,0.02033768131071001,16,hard,0.25,0.25,0.3840572873934304
quixbugs,quixbugs/quixbugs-python-kheapsort,quixbugs-python-kheapsort,0.9796879690781908,0.02031203092180922,16,easy,0.8375,0.8375,0.3257203555198845
crustbench,crustbench/crustbench-simple-sparsehash,crustbench-simple-sparsehash,0.9796879690781909,0.02031203092180911,14,easy,0.8374999999999999,0.8142857142857143,0.3419631201024521
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-graph-color-hard0292e21f-seed45-0,reasoning-gym-algorithmic-graph-color-hard0292e21f-seed45-0,0.9797147034038823,0.020285296596117663,16,easy,0.8625,0.8625,0.2976470224947665
swebench-verified,swebench-verified/django__django-16082,django__django-16082,0.9798162889235715,0.020183711076428468,16,easy,0.7749999999999999,0.7749999999999999,0.3799671038392666
swebench-verified,swebench-verified/django__django-13741,django__django-13741,0.9798162889235715,0.020183711076428468,16,easy,0.925,0.925,0.1561249499599599
spreadsheetbench,spreadsheetbench/59196,59196,0.9798162889235722,0.0201837110764278,16,easy,0.875,0.875,0.2989565185775349
swebench-verified,swebench-verified/django__django-14539,django__django-14539,0.9798162889235722,0.0201837110764278,16,easy,0.875,0.875,0.2989565185775349
simpleqa,simpleqa/simpleqa-1321,simpleqa-1321,0.979931750881478,0.020068249118522008,16,medium,0.7,0.7,0.4301162633521313
simpleqa,simpleqa/simpleqa-946,simpleqa-946,0.979931750881478,0.020068249118522008,16,medium,0.65,0.65,0.4092676385936225
mmmlu,mmmlu/mmmlu-it-it-00086,mmmlu-it-it-00086,0.9800341288081996,0.019965871191800377,16,medium,0.5875,0.5875,0.4270172713134681
aime,aime/aime_i-12,aime_i-12,0.9800777869286597,0.019922213071340344,16,easy,0.7875,0.7875,0.3497767144908306
aime,aime/aime_65,aime_65,0.9800777869286597,0.019922213071340344,16,easy,0.825,0.825,0.3072051431861127
research-code-bench,research-code-bench/len_track_metrics,len_track_metrics,0.9801539442281322,0.01984605577186782,16,frontier,0.0375,0.0375,0.1452368754827781
kumo,kumo/roverenv-t4-a6-v1-s0,roverenv-t4-a6-v1-s0,0.9801539442281322,0.01984605577186782,16,frontier,0.025,0.025,0.0968245836551854
simpleqa,simpleqa/simpleqa-2542,simpleqa-2542,0.9801539442281322,0.01984605577186782,16,easy,0.95,0.95,0.1936491673103708
simpleqa,simpleqa/simpleqa-1007,simpleqa-1007,0.9801539442281322,0.01984605577186782,16,easy,0.925,0.925,0.243669858620224
kumo,kumo/controlenv-t4-a6-v1-s0,controlenv-t4-a6-v1-s0,0.9801539442281322,0.01984605577186782,16,easy,0.925,0.925,0.243669858620224
livecodebench,livecodebench/3046,3046,0.9801539442281323,0.01984605577186771,16,easy,0.925,0.925,0.243669858620224
mmau,mmau/e1e2bc5b-8835-4d12-ba4b-7e6852071894,e1e2bc5b-8835-4d12-ba4b-7e6852071894,0.9801539442281323,0.01984605577186771,16,easy,0.925,0.925,0.243669858620224
research-code-bench,research-code-bench/diff-transformer_lambda_setup,diff-transformer_lambda_setup,0.9801539442281323,0.01984605577186771,16,medium,0.45,0.45,0.4873397172404482
spreadsheetbench,spreadsheetbench/50324,50324,0.9801539442281323,0.01984605577186771,16,easy,0.925,0.925,0.243669858620224
research-code-bench,research-code-bench/tanh-init_identity_matrix_else,tanh-init_identity_matrix_else,0.9801987943886931,0.019801205611306938,16,medium,0.3,0.3,0.4301162633521313
research-code-bench,research-code-bench/len_gradient_descent_ascent_field,len_gradient_descent_ascent_field,0.9801987943886931,0.019801205611306938,16,hard,0.2875,0.2875,0.4121210380458634
ineqmath,ineqmath/87,87,0.9802213320265735,0.019778667973426534,16,easy,0.90625,0.90625,0.248668328300972
dacode,dacode/dacode-plot-pie-009,dacode-plot-pie-009,0.9802331051071422,0.019766894892857767,14,easy,0.825,0.7999999999999999,0.3545621041711673
ineqmath,ineqmath/65,65,0.9802778156328849,0.019722184367115148,16,easy,0.8875,0.8875,0.2394655507583502
spider2,spider2/superstore001,superstore001,0.9802861627917437,0.019713837208256257,16,hard,0.15,0.15,0.3354101966249684
spider2,spider2/divvy001,divvy001,0.9802861627917437,0.019713837208256257,16,hard,0.15,0.15,0.3041381265149109
crustbench,crustbench/crustbench-simplexml,crustbench-simplexml,0.9803483379990536,0.01965166200094637,14,easy,0.925,0.9142857142857144,0.258725289661069
research-code-bench,research-code-bench/grid-cell-conformal-isometry_compute_transformation_error,grid-cell-conformal-isometry_compute_transformation_error,0.9803483379990537,0.019651662000946257,16,hard,0.0875,0.0875,0.2446298223847615
simpleqa,simpleqa/simpleqa-1031,simpleqa-1031,0.9803483379990537,0.019651662000946257,16,easy,0.875,0.875,0.243669858620224
crustbench,crustbench/crustbench-csyncmers,crustbench-csyncmers,0.9803483379990537,0.019651662000946257,14,easy,0.9125,0.9,0.2591193878173865
usaco,usaco/831,831,0.9803483379990539,0.019651662000946146,16,easy,0.9125,0.9125,0.2446298223847615
crustbench,crustbench/crustbench-roaring-bitmap,crustbench-roaring-bitmap,0.9803483379990539,0.019651662000946146,13,easy,0.9125,0.8923076923076925,0.2673561107228118
mmau,mmau/002ebba8-7aa4-445b-aab3-ed17e592cd30,002ebba8-7aa4-445b-aab3-ed17e592cd30,0.9803483379990539,0.019651662000946146,16,easy,0.9125,0.9125,0.2446298223847615
humanevalfix,humanevalfix/python-116,python-116,0.9803483379990539,0.019651662000946146,16,easy,0.9125,0.9125,0.2446298223847616
reasoning-gym,reasoning-gym/reasoning-gym-algebra-complex-arithmetic-hard0292e21f-seed45-2,reasoning-gym-algebra-complex-arithmetic-hard0292e21f-seed45-2,0.980348337999054,0.019651662000946035,16,easy,0.925,0.925,0.243669858620224
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-graph-color-easy00cea0a5-seed45-2,reasoning-gym-algorithmic-graph-color-easy00cea0a5-seed45-2,0.980348337999054,0.019651662000946035,16,easy,0.9125,0.9125,0.2446298223847615
reasoning-gym,reasoning-gym/reasoning-gym-graphs-family-relationships-hard0292e21f-seed45-0,reasoning-gym-graphs-family-relationships-hard0292e21f-seed45-0,0.980348337999054,0.019651662000946035,16,easy,0.9125,0.9125,0.2446298223847616
mmmlu,mmmlu/mmmlu-pt-br-00113,mmmlu-pt-br-00113,0.9803735992713131,0.019626400728686932,16,medium,0.4625,0.4625,0.4728570079844434
aider-polyglot,aider-polyglot/polyglot_go_robot-simulator,polyglot_go_robot-simulator,0.9803789354850793,0.01962106451492074,16,hard,0.175,0.175,0.3307189138830738
aider-polyglot,aider-polyglot/polyglot_java_bank-account,polyglot_java_bank-account,0.9803789354850794,0.019621064514920628,16,hard,0.175,0.175,0.3307189138830738
lawbench,lawbench/lawbench-3-4-21-zero-shot,lawbench-3-4-21-zero-shot,0.9804081294975466,0.019591870502453368,16,easy,0.7587400625,0.7587400625,0.2689199865204957
humanevalfix,humanevalfix/python-10,python-10,0.9804441188298061,0.01955588117019391,16,easy,0.9,0.9,0.2449489742783178
simpleqa,simpleqa/simpleqa-887,simpleqa-887,0.9804441188298063,0.01955588117019369,16,easy,0.8999999999999999,0.8999999999999999,0.2449489742783178
simpleqa,simpleqa/simpleqa-2989,simpleqa-2989,0.9804441188298064,0.01955588117019358,16,easy,0.8875,0.8875,0.2446298223847615
swebench-verified,swebench-verified/django__django-16493,django__django-16493,0.9804642931997756,0.01953570680022443,16,easy,0.8999999999999999,0.8999999999999999,0.2345207879911714
dacode,dacode/dacode-ml-binary-009,dacode-ml-binary-009,0.9805097999376284,0.019490200062371565,14,easy,0.91679,0.9052272142857144,0.1903701112285444
dacode,dacode/dacode-data-sa-023,dacode-data-sa-023,0.9805097999376284,0.019490200062371565,14,easy,0.8875,0.8714285714285713,0.2461955419944868
simpleqa,simpleqa/simpleqa-268,simpleqa-268,0.9805806756909199,0.01941932430908011,16,easy,0.8999999999999999,0.8999999999999999,0.2549509756796392
simpleqa,simpleqa/simpleqa-2857,simpleqa-2857,0.9805806756909199,0.01941932430908011,16,easy,0.95,0.95,0.15
dacode,dacode/dacode-plot-line-005,dacode-plot-line-005,0.9806814883320244,0.019318511667975602,14,easy,0.8375,0.8142857142857143,0.3502185906323218
dacode,dacode/dacode-data-sa-022,dacode-data-sa-022,0.9806814883320244,0.019318511667975602,14,easy,0.8875,0.8714285714285713,0.221773924232286
dacode,dacode/dacode-plot-line-014,dacode-plot-line-014,0.9807365584795518,0.019263441520448232,14,easy,0.875,0.8571428571428571,0.2770102775666473
mmmlu,mmmlu/mmmlu-sw-ke-00137,mmmlu-sw-ke-00137,0.9809727070809255,0.019027292919074457,16,medium,0.625,0.625,0.4293891009329417
spreadsheetbench,spreadsheetbench/36277,36277,0.9810064398839046,0.01899356011609543,16,medium,0.6125,0.6125,0.4270172713134681
spreadsheetbench,spreadsheetbench/11842,11842,0.9810064398839046,0.01899356011609543,16,medium,0.625,0.625,0.4408798022137099
dacode,dacode/dacode-ml-competition-007,dacode-ml-competition-007,0.9810163923907542,0.01898360760924578,14,easy,0.7491665624999999,0.7298686428571427,0.2765911473231117
usaco,usaco/91,91,0.981087566743482,0.018912433256518035,16,easy,0.7625,0.7625,0.3887077951366552
research-code-bench,research-code-bench/eomt_process_attention_mask,eomt_process_attention_mask,0.9811436871093286,0.018856312890671356,16,medium,0.35,0.35,0.4387482193696061
research-code-bench,research-code-bench/eomt_initialize_upscale_module,eomt_initialize_upscale_module,0.9811557810392124,0.018844218960787584,16,medium,0.525,0.525,0.4841229182759271
dacode,dacode/dacode-data-sa-018,dacode-data-sa-018,0.9811684559615728,0.01883154403842724,14,easy,0.875,0.8571428571428571,0.2555506259999759
crustbench,crustbench/crustbench-quadtree,crustbench-quadtree,0.9812526996724351,0.018747300327564886,14,easy,0.825,0.8,0.3295017884191656
simpleqa,simpleqa/simpleqa-320,simpleqa-320,0.9812992174009434,0.01870078259905661,16,easy,0.8500000000000001,0.8500000000000001,0.3201562118716424
mmmlu,mmmlu/mmmlu-it-it-00083,mmmlu-it-it-00083,0.9813043399546285,0.018695660045371487,16,medium,0.5874999999999999,0.5874999999999999,0.4442338910979215
spreadsheetbench,spreadsheetbench/416-27,416-27,0.9813288721967347,0.018671127803265297,16,medium,0.596875,0.596875,0.4678637455232025
spreadsheetbench,spreadsheetbench/388-47,388-47,0.9813288721967347,0.018671127803265297,16,medium,0.625,0.625,0.4235268586524354
simpleqa,simpleqa/simpleqa-2943,simpleqa-2943,0.9814272603513269,0.01857273964867312,16,easy,0.9125,0.9125,0.1727534370135656
dacode,dacode/dacode-dm-csv-046,dacode-dm-csv-046,0.9814804284033194,0.018519571596680606,14,saturated,0.9625,0.9571428571428572,0.111574995370095
