task_column,benchmark,task_id,observed_count,missing_count,missing_fraction,observed_mean,observed_std,observed_min,observed_max,imputed_mean,imputed_normalized_mean,imputed_normalized_std,strength_correlation,difficulty_tier,negative_count,gt_one_count
reasoning-gym/reasoning-gym-graphs-quantum-lock-hard0292e21f-seed45-2,reasoning-gym,reasoning-gym-graphs-quantum-lock-hard0292e21f-seed45-2,16,0,0.0,0.9046875,0.2015988339344997,0.2,1.0,0.9046875,-0.8970588235294121,1.897400789971763,-0.12207200131089145,easy,0,0
reasoning-gym/reasoning-gym-graphs-shortest-path-easy00cea0a5-seed45-0,reasoning-gym,reasoning-gym-graphs-shortest-path-easy00cea0a5-seed45-0,16,0,0.0,0.6312500000000001,0.4149077457700687,0.0,1.0,0.6312500000000001,-0.3359375,0.5186346822125859,-0.10501379209670327,medium,0,0
reasoning-gym/reasoning-gym-graphs-shortest-path-easy00cea0a5-seed45-1,reasoning-gym,reasoning-gym-graphs-shortest-path-easy00cea0a5-seed45-1,16,0,0.0,0.7250000000000001,0.3799671038392666,0.0,1.0,0.7250000000000001,-0.45833333333333337,0.6332785063987777,0.08494122361550677,easy,0,0
reasoning-gym/reasoning-gym-graphs-shortest-path-easy00cea0a5-seed45-2,reasoning-gym,reasoning-gym-graphs-shortest-path-easy00cea0a5-seed45-2,16,0,0.0,0.8468749999999999,0.2509162895768228,0.2,1.0,0.8468749999999999,-0.5326086956521741,0.8727523115715576,-0.15756928486200228,easy,0,0
reasoning-gym/reasoning-gym-graphs-shortest-path-hard0292e21f-seed45-0,reasoning-gym,reasoning-gym-graphs-shortest-path-hard0292e21f-seed45-0,16,0,0.0,0.7124999999999999,0.38058343369095826,0.0,1.0,0.7124999999999999,-0.4166666666666668,0.845740963757685,-0.05936242839420774,easy,0,0
reasoning-gym/reasoning-gym-graphs-shortest-path-hard0292e21f-seed45-1,reasoning-gym,reasoning-gym-graphs-shortest-path-hard0292e21f-seed45-1,16,0,0.0,0.7,0.4301162633521313,0.0,1.0,0.7,-0.4285714285714286,0.614451804788759,0.18009021125635288,medium,0,0
reasoning-gym/reasoning-gym-graphs-shortest-path-hard0292e21f-seed45-2,reasoning-gym,reasoning-gym-graphs-shortest-path-hard0292e21f-seed45-2,16,0,0.0,0.7625,0.34072532926097526,0.0,1.0,0.7625,-0.59375,0.8518133231524382,-0.028417130825827322,easy,0,0
reasoning-gym/reasoning-gym-induction-acre-easy00cea0a5-seed45-0,reasoning-gym,reasoning-gym-induction-acre-easy00cea0a5-seed45-0,16,0,0.0,0.95,0.11180339887498948,0.6,1.0,0.95,-0.4472135954999579,1.0,-0.11546988181346492,easy,0,0
reasoning-gym/reasoning-gym-induction-acre-easy00cea0a5-seed45-1,reasoning-gym,reasoning-gym-induction-acre-easy00cea0a5-seed45-1,16,0,0.0,0.775,0.3230711995830021,0.0,1.0,0.775,-0.5625,0.8076779989575054,0.6193810548034665,easy,0,0
reasoning-gym/reasoning-gym-induction-acre-easy00cea0a5-seed45-2,reasoning-gym,reasoning-gym-induction-acre-easy00cea0a5-seed45-2,16,0,0.0,0.9312499999999999,0.1529654781315052,0.5,1.0,0.9312499999999999,-0.4494478155449903,1.0,0.5591351858748285,easy,0,0
reasoning-gym/reasoning-gym-induction-acre-hard0292e21f-seed45-0,reasoning-gym,reasoning-gym-induction-acre-hard0292e21f-seed45-0,16,0,0.0,0.95,0.11180339887498948,0.6,1.0,0.95,-0.4472135954999579,1.0,-0.11547002192182194,easy,0,0
reasoning-gym/reasoning-gym-induction-acre-hard0292e21f-seed45-1,reasoning-gym,reasoning-gym-induction-acre-hard0292e21f-seed45-1,16,0,0.0,0.75,0.32787192621510003,0.2,1.0,0.75,-0.41666666666666674,0.5464532103585001,0.43312474102227183,easy,0,0
reasoning-gym/reasoning-gym-induction-acre-hard0292e21f-seed45-2,reasoning-gym,reasoning-gym-induction-acre-hard0292e21f-seed45-2,16,0,0.0,0.905,0.13919410907075053,0.6,1.0,0.905,-0.4750000000000001,0.6959705453537528,0.5657615356806697,easy,0,0
reasoning-gym/reasoning-gym-induction-list-functions-easy00cea0a5-seed45-0,reasoning-gym,reasoning-gym-induction-list-functions-easy00cea0a5-seed45-0,16,0,0.0,0.0625,0.15360257159305635,0.0,0.6,0.0625,0.40689422938557973,0.9999999999999999,0.10505966485914647,hard,0,0
reasoning-gym/reasoning-gym-induction-list-functions-easy00cea0a5-seed45-1,reasoning-gym,reasoning-gym-induction-list-functions-easy00cea0a5-seed45-1,16,0,0.0,0.94375,0.13213984069916235,0.5,1.0,0.94375,-0.42568539285636187,0.9999999999999999,-0.10991148739772383,easy,0,0
reasoning-gym/reasoning-gym-induction-list-functions-easy00cea0a5-seed45-2,reasoning-gym,reasoning-gym-induction-list-functions-easy00cea0a5-seed45-2,16,0,0.0,0.76875,0.32733535937933744,0.0,1.0,0.76875,-0.5441176470588235,0.7702008455984409,-0.1824075549361516,easy,0,0
reasoning-gym/reasoning-gym-induction-list-functions-hard0292e21f-seed45-0,reasoning-gym,reasoning-gym-induction-list-functions-hard0292e21f-seed45-0,16,0,0.0,0.025,0.06614378277661477,0.0,0.2,0.025,0.3779644730092272,0.9999999999999999,0.09759007083357134,frontier,0,0
reasoning-gym/reasoning-gym-induction-list-functions-hard0292e21f-seed45-1,reasoning-gym,reasoning-gym-induction-list-functions-hard0292e21f-seed45-1,16,0,0.0,0.9450000000000001,0.11989578808281799,0.6,1.0,0.9450000000000001,-0.4587317109255645,1.0,-0.1184437953096188,easy,0,0
reasoning-gym/reasoning-gym-induction-list-functions-hard0292e21f-seed45-2,reasoning-gym,reasoning-gym-induction-list-functions-hard0292e21f-seed45-2,16,0,0.0,0.8375,0.27685611987298564,0.0,1.0,0.8375,-0.7499997115385728,1.2777969848764785,-0.15154910073680003,easy,0,0
reasoning-gym/reasoning-gym-logic-aiw-easy00cea0a5-seed45-0,reasoning-gym,reasoning-gym-logic-aiw-easy00cea0a5-seed45-0,16,0,0.0,0.6625,0.3443744328488978,0.0,1.0,0.6625,-0.22916666666666677,0.5739573880814963,0.1968125054788429,medium,0,0
reasoning-gym/reasoning-gym-logic-aiw-easy00cea0a5-seed45-1,reasoning-gym,reasoning-gym-logic-aiw-easy00cea0a5-seed45-1,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
reasoning-gym/reasoning-gym-logic-aiw-easy00cea0a5-seed45-2,reasoning-gym,reasoning-gym-logic-aiw-easy00cea0a5-seed45-2,16,0,0.0,0.7593749999999999,0.2846152831015931,0.2,1.0,0.7593749999999999,-0.23437500000000006,0.47435880516932183,0.3260199850562485,easy,0,0
reasoning-gym/reasoning-gym-logic-aiw-hard0292e21f-seed45-0,reasoning-gym,reasoning-gym-logic-aiw-hard0292e21f-seed45-0,16,0,0.0,0.925,0.11989578808281798,0.6,1.0,0.925,-0.375,0.59947894041409,-0.1615144396348274,easy,0,0
reasoning-gym/reasoning-gym-logic-aiw-hard0292e21f-seed45-1,reasoning-gym,reasoning-gym-logic-aiw-hard0292e21f-seed45-1,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
reasoning-gym/reasoning-gym-logic-aiw-hard0292e21f-seed45-2,reasoning-gym,reasoning-gym-logic-aiw-hard0292e21f-seed45-2,16,0,0.0,0.95625,0.12732217992164602,0.5,1.0,0.95625,-0.3436164855716712,1.0,-0.08872146824861692,saturated,0,0
reasoning-gym/reasoning-gym-logic-circuit-logic-easy00cea0a5-seed45-0,reasoning-gym,reasoning-gym-logic-circuit-logic-easy00cea0a5-seed45-0,16,0,0.0,0.775,0.2537222891273055,0.2,1.0,0.775,-0.0625000000000001,0.6343057228182637,-0.025441103770853013,easy,0,0
reasoning-gym/reasoning-gym-logic-circuit-logic-easy00cea0a5-seed45-1,reasoning-gym,reasoning-gym-logic-circuit-logic-easy00cea0a5-seed45-1,16,0,0.0,0.5125000000000001,0.4060095442227929,0.0,1.0,0.5125000000000001,-0.12500000000000008,0.5800136346039898,-0.18283369026770585,medium,0,0
reasoning-gym/reasoning-gym-logic-circuit-logic-easy00cea0a5-seed45-2,reasoning-gym,reasoning-gym-logic-circuit-logic-easy00cea0a5-seed45-2,16,0,0.0,0.4625,0.36550478793033614,0.0,1.0,0.4625,-0.17187499999999994,0.4568809849129202,-0.09713246868973593,medium,0,0
reasoning-gym/reasoning-gym-logic-circuit-logic-hard0292e21f-seed45-0,reasoning-gym,reasoning-gym-logic-circuit-logic-hard0292e21f-seed45-0,16,0,0.0,0.35,0.3840572873934304,0.0,1.0,0.35,0.2307692307692308,0.5908573652206621,-0.43699034573719236,medium,0,0
reasoning-gym/reasoning-gym-logic-circuit-logic-hard0292e21f-seed45-1,reasoning-gym,reasoning-gym-logic-circuit-logic-hard0292e21f-seed45-1,16,0,0.0,0.3,0.33166247903553997,0.0,1.0,0.3,0.1666666666666667,0.5527707983925667,-0.23354975185518495,medium,0,0
reasoning-gym/reasoning-gym-logic-circuit-logic-hard0292e21f-seed45-2,reasoning-gym,reasoning-gym-logic-circuit-logic-hard0292e21f-seed45-2,16,0,0.0,0.3125,0.338886042793149,0.0,1.0,0.3125,0.18750000000000006,0.5648100713219151,-0.37142871103976827,medium,0,0
reasoning-gym/reasoning-gym-logic-knights-knaves-easy00cea0a5-seed45-0,reasoning-gym,reasoning-gym-logic-knights-knaves-easy00cea0a5-seed45-0,16,0,0.0,0.96875,0.12103072956898178,0.5,1.0,0.96875,-0.2581988897471611,0.9999999999999999,-0.06666667372354433,saturated,0,0
reasoning-gym/reasoning-gym-logic-knights-knaves-easy00cea0a5-seed45-1,reasoning-gym,reasoning-gym-logic-knights-knaves-easy00cea0a5-seed45-1,16,0,0.0,0.9375,0.15360257159305635,0.4,1.0,0.9375,-0.4068942293855797,0.9999999999999999,-0.10505944335417251,easy,0,0
reasoning-gym/reasoning-gym-logic-knights-knaves-easy00cea0a5-seed45-2,reasoning-gym,reasoning-gym-logic-knights-knaves-easy00cea0a5-seed45-2,16,0,0.0,0.90625,0.15599979967935856,0.5,1.0,0.90625,-0.46875,0.779998998396793,-0.15516770019485404,easy,0,0
reasoning-gym/reasoning-gym-logic-knights-knaves-hard0292e21f-seed45-0,reasoning-gym,reasoning-gym-logic-knights-knaves-hard0292e21f-seed45-0,16,0,0.0,0.9375,0.15360257159305635,0.4,1.0,0.9375,-0.4068942293855797,0.9999999999999999,-0.10505956442678821,easy,0,0
reasoning-gym/reasoning-gym-logic-knights-knaves-hard0292e21f-seed45-1,reasoning-gym,reasoning-gym-logic-knights-knaves-hard0292e21f-seed45-1,16,0,0.0,0.9625,0.10532687216470447,0.6,1.0,0.9625,-0.356034497458156,1.0,-0.09192762157383694,saturated,0,0
reasoning-gym/reasoning-gym-logic-knights-knaves-hard0292e21f-seed45-2,reasoning-gym,reasoning-gym-logic-knights-knaves-hard0292e21f-seed45-2,16,0,0.0,0.9625,0.10532687216470447,0.6,1.0,0.9625,-0.356034497458156,1.0,-0.09192767307502045,saturated,0,0
reasoning-gym/reasoning-gym-logic-propositional-logic-easy00cea0a5-seed45-0,reasoning-gym,reasoning-gym-logic-propositional-logic-easy00cea0a5-seed45-0,16,0,0.0,0.8356250000000001,0.22073651572632927,0.25,1.0,0.8356250000000001,-0.4597902097902099,0.6174447992344875,-0.19227187655706046,easy,0,0
reasoning-gym/reasoning-gym-logic-propositional-logic-easy00cea0a5-seed45-1,reasoning-gym,reasoning-gym-logic-propositional-logic-easy00cea0a5-seed45-1,16,0,0.0,0.45781250000000007,0.3074236122091958,0.125,1.0,0.45781250000000007,0.48749999999999993,0.8197962992245221,0.17453757017115965,medium,0,0
reasoning-gym/reasoning-gym-logic-propositional-logic-easy00cea0a5-seed45-2,reasoning-gym,reasoning-gym-logic-propositional-logic-easy00cea0a5-seed45-2,16,0,0.0,0.9356249999999999,0.15260114473685968,0.42,1.0,0.9356249999999999,-0.42185135708520477,1.0000000000000002,-0.10892139716817499,easy,0,0
reasoning-gym/reasoning-gym-logic-propositional-logic-hard0292e21f-seed45-0,reasoning-gym,reasoning-gym-logic-propositional-logic-hard0292e21f-seed45-0,16,0,0.0,0.6781250000000001,0.3868820677868128,0.0,1.0,0.6781250000000001,-0.26960784313725494,0.6068738318224515,-0.08133749130158796,medium,0,0
reasoning-gym/reasoning-gym-logic-propositional-logic-hard0292e21f-seed45-1,reasoning-gym,reasoning-gym-logic-propositional-logic-hard0292e21f-seed45-1,16,0,0.0,0.484375,0.31509857088695276,0.0,1.0,0.484375,0.02083333333333337,0.7002190464154506,-0.4225147854570854,medium,0,0
reasoning-gym/reasoning-gym-logic-propositional-logic-hard0292e21f-seed45-2,reasoning-gym,reasoning-gym-logic-propositional-logic-hard0292e21f-seed45-2,16,0,0.0,0.7175,0.3469600121051416,0.0,1.0,0.7175,-0.20114942528735635,0.7976092232302104,-0.21022940883972174,easy,0,0
reasoning-gym/reasoning-gym-logic-self-reference-easy00cea0a5-seed45-0,reasoning-gym,reasoning-gym-logic-self-reference-easy00cea0a5-seed45-0,16,0,0.0,0.9125,0.24462982238476158,0.0,1.0,0.9125,-0.3576832912153172,0.9999999999999999,-0.09235343382000373,easy,0,0
reasoning-gym/reasoning-gym-logic-self-reference-easy00cea0a5-seed45-1,reasoning-gym,reasoning-gym-logic-self-reference-easy00cea0a5-seed45-1,16,0,0.0,0.85,0.2598076211353316,0.0,1.0,0.85,-0.7500000000000001,1.2990381056766582,-0.1490710966811594,easy,0,0
reasoning-gym/reasoning-gym-logic-self-reference-easy00cea0a5-seed45-2,reasoning-gym,reasoning-gym-logic-self-reference-easy00cea0a5-seed45-2,16,0,0.0,0.875,0.2537222891273055,0.0,1.0,0.875,-0.625,1.2686114456365276,0.07632325278371915,easy,0,0
reasoning-gym/reasoning-gym-logic-self-reference-hard0292e21f-seed45-0,reasoning-gym,reasoning-gym-logic-self-reference-hard0292e21f-seed45-0,16,0,0.0,0.9125,0.17275343701356569,0.4,1.0,0.9125,-1.7499999999999984,3.4550687402713103,-0.13077833167544245,easy,0,0
reasoning-gym/reasoning-gym-logic-self-reference-hard0292e21f-seed45-1,reasoning-gym,reasoning-gym-logic-self-reference-hard0292e21f-seed45-1,16,0,0.0,0.8375,0.3179524335494226,0.0,1.0,0.8375,-3.2499999999999973,6.359048670988447,-0.13196099927514368,easy,0,0
reasoning-gym/reasoning-gym-logic-self-reference-hard0292e21f-seed45-2,reasoning-gym,reasoning-gym-logic-self-reference-hard0292e21f-seed45-2,16,0,0.0,0.825,0.2537222891273055,0.2,1.0,0.825,-0.8750000000000001,1.2686114456365276,0.0254410587131987,easy,0,0
reasoning-gym/reasoning-gym-logic-syllogism-easy00cea0a5-seed45-0,reasoning-gym,reasoning-gym-logic-syllogism-easy00cea0a5-seed45-0,16,0,0.0,0.95,0.08660254037844385,0.8,1.0,0.95,-0.9999999999999988,1.7320508075688752,-0.1490709856543472,easy,0,0
reasoning-gym/reasoning-gym-logic-syllogism-easy00cea0a5-seed45-1,reasoning-gym,reasoning-gym-logic-syllogism-easy00cea0a5-seed45-1,16,0,0.0,0.6499999999999999,0.4153311931459037,0.0,1.0,0.6499999999999999,-0.3125,0.5191639914323797,-0.09325033840288742,medium,0,0
reasoning-gym/reasoning-gym-logic-syllogism-easy00cea0a5-seed45-2,reasoning-gym,reasoning-gym-logic-syllogism-easy00cea0a5-seed45-2,16,0,0.0,0.65,0.45552167895721496,0.0,1.0,0.65,-0.4117647058823529,0.5359078575967234,-0.19838695231955564,medium,0,0
reasoning-gym/reasoning-gym-logic-syllogism-hard0292e21f-seed45-0,reasoning-gym,reasoning-gym-logic-syllogism-hard0292e21f-seed45-0,16,0,0.0,0.9875,0.0484122918275927,0.8,1.0,0.9875,-0.25819888974716115,1.0000000000000002,-0.06666645591678179,saturated,0,0
reasoning-gym/reasoning-gym-logic-syllogism-hard0292e21f-seed45-1,reasoning-gym,reasoning-gym-logic-syllogism-hard0292e21f-seed45-1,16,0,0.0,0.975,0.06614378277661474,0.8,1.0,0.975,-0.37796447300922725,1.0,-0.09758985820683784,saturated,0,0
reasoning-gym/reasoning-gym-logic-syllogism-hard0292e21f-seed45-2,reasoning-gym,reasoning-gym-logic-syllogism-hard0292e21f-seed45-2,16,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,saturated,0,0
reasoning-gym/reasoning-gym-logic-zebra-puzzles-easy00cea0a5-seed45-0,reasoning-gym,reasoning-gym-logic-zebra-puzzles-easy00cea0a5-seed45-0,16,0,0.0,0.9875,0.0484122918275927,0.8,1.0,0.9875,-0.25819888974716115,1.0000000000000002,-0.06666667342432088,saturated,0,0
reasoning-gym/reasoning-gym-logic-zebra-puzzles-easy00cea0a5-seed45-1,reasoning-gym,reasoning-gym-logic-zebra-puzzles-easy00cea0a5-seed45-1,16,0,0.0,0.959375,0.1107061848994897,0.6,1.0,0.959375,-0.36696233400946376,0.9999999999999999,-0.09474908675410816,saturated,0,0
reasoning-gym/reasoning-gym-logic-zebra-puzzles-easy00cea0a5-seed45-2,reasoning-gym,reasoning-gym-logic-zebra-puzzles-easy00cea0a5-seed45-2,16,0,0.0,0.8500000000000001,0.2598076211353316,0.0,1.0,0.8500000000000001,-0.7500000000000001,1.2990381056766582,-0.1490711252542327,easy,0,0
reasoning-gym/reasoning-gym-logic-zebra-puzzles-hard0292e21f-seed45-0,reasoning-gym,reasoning-gym-logic-zebra-puzzles-hard0292e21f-seed45-0,16,0,0.0,0.9375,0.13635890143294643,0.6,1.0,0.9375,-0.4583492485141056,0.9999999999999999,0.639064453112115,easy,0,0
reasoning-gym/reasoning-gym-logic-zebra-puzzles-hard0292e21f-seed45-1,reasoning-gym,reasoning-gym-logic-zebra-puzzles-hard0292e21f-seed45-1,16,0,0.0,0.625,0.35266839949164713,0.0,1.0,0.625,-0.11538461538461531,0.542566768448688,-0.2745483784903205,medium,0,0
reasoning-gym/reasoning-gym-logic-zebra-puzzles-hard0292e21f-seed45-2,reasoning-gym,reasoning-gym-logic-zebra-puzzles-hard0292e21f-seed45-2,16,0,0.0,0.8500000000000001,0.23979157616563596,0.2,1.0,0.8500000000000001,-0.7500000000000001,1.19895788082818,0.26919103269342975,easy,0,0
replicationbench/abacus__ewald_force_accuracy,replicationbench,abacus__ewald_force_accuracy,16,0,0.0,0.1125,0.22325713874364692,0.0,0.8,0.1125,2.25,4.4651427748729375,0.13010735869989645,hard,0,0
replicationbench/abacus__ewald_force_comparison,replicationbench,abacus__ewald_force_comparison,16,0,0.0,0.1625,0.28476964374736297,0.0,0.8,0.1625,0.8125,1.4238482187368147,0.1473377694467696,hard,0,0
replicationbench/abacus__lattice_force_error,replicationbench,abacus__lattice_force_error,16,0,0.0,0.175,0.2904737509655563,0.0,1.0,0.175,0.875,1.4523687548277813,0.15555567063558806,hard,0,0
replicationbench/abacus__lcdm_total_force_accuracy,replicationbench,abacus__lcdm_total_force_accuracy,16,0,0.0,0.275,0.40543186850567137,0.0,1.0,0.275,0.55,0.8108637370113427,0.1751336006986485,hard,0,0
replicationbench/astm3__cross_modal_photometry_to_spectra_search,replicationbench,astm3__cross_modal_photometry_to_spectra_search,16,0,0.0,0.037500000000000006,0.1053268721647045,0.0,0.4,0.037500000000000006,0.35603449745815596,0.9999999999999999,0.09192776812351523,frontier,0,0
replicationbench/astm3__modality_importance_rot_class_accuracy,replicationbench,astm3__modality_importance_rot_class_accuracy,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
replicationbench/astm3__multimodal_classification_clip,replicationbench,astm3__multimodal_classification_clip,16,0,0.0,0.175,0.2817356917396161,0.0,1.0,0.175,0.7,1.1269427669584644,0.16038024952002372,hard,0,0
replicationbench/astm3__photometry_classification_accuracy_no_clip,replicationbench,astm3__photometry_classification_accuracy_no_clip,16,0,0.0,0.5,0.44158804331639234,0.0,1.0,0.5,0.09999999999999998,0.44158804331639234,0.29235283683823665,medium,0,0
replicationbench/astm3__photometry_classification_accuracy_with_clip,replicationbench,astm3__photometry_classification_accuracy_with_clip,16,0,0.0,0.4625,0.4621620386834038,0.0,1.0,0.4625,0.16249999999999998,0.4621620386834037,0.25838785628487415,medium,0,0
replicationbench/astm3__spectra_classification_accuracy_limited_data_10_percent,replicationbench,astm3__spectra_classification_accuracy_limited_data_10_percent,16,0,0.0,0.1125,0.186664806538351,0.0,0.6,0.1125,0.5625,0.9333240326917549,0.1556126004163517,hard,0,0
replicationbench/astm3__spectral_similarity_search,replicationbench,astm3__spectral_similarity_search,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
replicationbench/bayes_cal__cold_hot_tandem,replicationbench,bayes_cal__cold_hot_tandem,16,0,0.0,0.225,0.3864906208435077,0.0,1.0,0.225,0.9,1.5459624833740309,0.15031360327214627,hard,0,0
replicationbench/bayes_cal__cold_temp,replicationbench,bayes_cal__cold_temp,16,0,0.0,0.8625,0.220439901106855,0.2,1.0,0.8625,-0.6875000000000001,1.102199505534275,-0.1610521665649392,easy,0,0
replicationbench/bayes_cal__evidence,replicationbench,bayes_cal__evidence,16,0,0.0,0.0625,0.1964529205687714,0.0,0.8,0.0625,0.3181423814878889,1.0,0.08214407961008592,hard,0,0
replicationbench/bayes_cal__hot_temp,replicationbench,bayes_cal__hot_temp,16,0,0.0,0.825,0.2817356917396161,0.0,1.0,0.825,-0.7000000000000001,1.1269427669584644,-0.16037989218904267,easy,0,0
replicationbench/bayes_cal__load_cal,replicationbench,bayes_cal__load_cal,16,0,0.0,0.45,0.3840572873934304,0.0,1.0,0.45,0.06249999999999998,0.48007160924178793,0.16807331960325422,medium,0,0
replicationbench/bayes_cal__nwp_set,replicationbench,bayes_cal__nwp_set,16,0,0.0,0.025,0.09682458365518543,0.0,0.4,0.025,0.25819888974716115,1.0000000000000002,0.06666672474680715,frontier,0,0
replicationbench/chandra_representation__2dae_embedding,replicationbench,chandra_representation__2dae_embedding,16,0,0.0,0.0625,0.13635890143294643,0.0,0.4,0.0625,0.45834924851410563,0.9999999999999998,0.11834528138941645,hard,0,0
replicationbench/chandra_representation__2dpca_embedding,replicationbench,chandra_representation__2dpca_embedding,16,0,0.0,0.0125,0.04841229182759271,0.0,0.2,0.0125,0.25819888974716115,1.0000000000000002,0.06666667342432088,frontier,0,0
replicationbench/chandra_representation__blackbody_spectral_fit,replicationbench,chandra_representation__blackbody_spectral_fit,16,0,0.0,0.44999999999999996,0.33541019662496846,0.0,1.0,0.44999999999999996,-0.07692307692307696,0.516015687115336,0.34641034942111065,medium,0,0
replicationbench/chandra_representation__powerlaw_spectral_fit,replicationbench,chandra_representation__powerlaw_spectral_fit,16,0,0.0,0.425,0.33819373146171705,0.0,1.0,0.425,-0.1666666666666667,0.7515416254704824,0.17177968420204906,medium,0,0
replicationbench/disk_ridges__gaia_dr2_all,replicationbench,disk_ridges__gaia_dr2_all,16,0,0.0,0.125,0.2331844763272204,0.0,0.8,0.125,1.25,2.331844763272204,0.1384092375050478,hard,0,0
replicationbench/disk_ridges__gaia_dr2_rvs,replicationbench,disk_ridges__gaia_dr2_rvs,16,0,0.0,0.25,0.25,0.0,0.8,0.25,0.125,0.625,0.05163986418924836,hard,0,0
replicationbench/disk_ridges__peak_mean_vz_all,replicationbench,disk_ridges__peak_mean_vz_all,16,0,0.0,0.11249999999999999,0.24462982238476158,0.0,1.0,0.11249999999999999,0.5625,1.2231491119238078,0.11874022015619953,hard,0,0
replicationbench/disk_ridges__ridge_slope,replicationbench,disk_ridges__ridge_slope,16,0,0.0,0.275,0.373329613076702,0.0,1.0,0.275,0.5,1.0666560373620055,0.1901931687240265,hard,0,0
replicationbench/disk_ridges__ridges_in_all,replicationbench,disk_ridges__ridges_in_all,16,0,0.0,0.525,0.373329613076702,0.0,1.0,0.525,0.03846153846153849,0.5743532508872337,0.363095963578704,medium,0,0
replicationbench/eht_resolve__eht_reconstruction,replicationbench,eht_resolve__eht_reconstruction,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
replicationbench/eht_resolve__eht_ring_orientation_angle,replicationbench,eht_resolve__eht_ring_orientation_angle,16,0,0.0,0.0625,0.16909686573085855,0.0,0.6,0.0625,0.3696106354772864,0.9999999999999999,0.09543314422158725,hard,0,0
replicationbench/eht_resolve__eht_ring_size,replicationbench,eht_resolve__eht_ring_size,16,0,0.0,0.037500000000000006,0.07806247497997998,0.0,0.2,0.037500000000000006,0.48038446141526137,1.0,0.12403478273464924,frontier,0,0
replicationbench/eht_resolve__eht_ring_width,replicationbench,eht_resolve__eht_ring_width,16,0,0.0,0.3375,0.3295356581616017,0.0,1.0,0.3375,0.2291666666666667,0.5492260969360029,-0.048970065346841785,medium,0,0
replicationbench/galaxy_manifold__data_preparation,replicationbench,galaxy_manifold__data_preparation,16,0,0.0,0.1875,0.3199120973017432,0.0,1.0,0.1875,0.9375,1.5995604865087159,-0.010088572405707982,hard,0,0
replicationbench/galaxy_manifold__evolution_tracks,replicationbench,galaxy_manifold__evolution_tracks,16,0,0.0,0.4125,0.3497767144908306,0.0,1.0,0.4125,0.22499999999999995,0.6995534289816612,-0.13840899455623804,medium,0,0
replicationbench/galaxy_manifold__gas_mass_estimation,replicationbench,galaxy_manifold__gas_mass_estimation,16,0,0.0,0.1375,0.3059309562630105,0.0,1.0,0.1375,0.44944781554499025,0.9999999999999999,0.11604703189918864,hard,0,0
replicationbench/galaxy_manifold__manifold_plane,replicationbench,galaxy_manifold__manifold_plane,16,0,0.0,0.2,0.3535533905932738,0.0,1.0,0.2,1.3333333333333335,2.357022603955159,0.14605945644814575,hard,0,0
replicationbench/galaxy_manifold__manifold_recovery,replicationbench,galaxy_manifold__manifold_recovery,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
replicationbench/galaxy_manifold__morphological_classification,replicationbench,galaxy_manifold__morphological_classification,16,0,0.0,0.07500000000000001,0.21065374432940898,0.0,0.8,0.07500000000000001,0.356034497458156,1.0,0.09192779634650967,hard,0,0
replicationbench/galaxy_manifold__physical_properties,replicationbench,galaxy_manifold__physical_properties,16,0,0.0,0.025,0.06614378277661477,0.0,0.2,0.025,0.3779644730092272,0.9999999999999999,0.0975900991683492,frontier,0,0
replicationbench/galaxy_manifold__property_prediction,replicationbench,galaxy_manifold__property_prediction,16,0,0.0,0.0625,0.13635890143294643,0.0,0.4,0.0625,0.45834924851410563,0.9999999999999998,0.11834534060352991,hard,0,0
replicationbench/galaxy_manifold__svd_analysis,replicationbench,galaxy_manifold__svd_analysis,16,0,0.0,0.0875,0.23418742493993994,0.0,0.8,0.0875,0.37363235887853663,1.0,0.09647155008875932,hard,0,0
replicationbench/galaxy_manifold__transformation_matrix,replicationbench,galaxy_manifold__transformation_matrix,16,0,0.0,0.08750000000000001,0.14086784586980805,0.0,0.4,0.08750000000000001,0.4375,0.7043392293490403,0.16038020120531848,hard,0,0
replicationbench/galaxy_soptics__bcg_identification,replicationbench,galaxy_soptics__bcg_identification,16,0,0.0,0.36250000000000004,0.4428247395979588,0.0,1.0,0.36250000000000004,0.2625,0.4428247395979588,0.21136385941097108,medium,0,0
replicationbench/galaxy_soptics__clustering_hyperparameter_optimization,replicationbench,galaxy_soptics__clustering_hyperparameter_optimization,16,0,0.0,0.15,0.30413812651491096,0.0,1.0,0.15,3.0,6.082762530298219,0.1273430085111498,hard,0,0
replicationbench/galaxy_soptics__fof_optimization_sdss,replicationbench,galaxy_soptics__fof_optimization_sdss,16,0,0.0,0.025,0.06614378277661477,0.0,0.2,0.025,0.3779644730092272,0.9999999999999999,0.09759002990914384,frontier,0,0
